supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
63.46,33.56,1.16,1.29,78.64,31.47,0
85.48,42.24,3.56,0.63,60.6,32.55,0
86.99,57.39,1.83,2.18,47.96,38.63,1
91.14,63.64,13.42,0.93,21.99,56.43,2
79.94,71.84,1.3,0.49,84.41,31.29,0
68.37,60.48,2.72,1.05,77.37,35.52,0
44.82,10.92,16.03,2.88,51.2,58.39,2
95.64,28.85,1.92,1.29,61.19,26.18,0
82.41,46.84,5.17,0.71,55.47,36.99,0
90.2,52.95,1.9,3.57,92.57,35.89,0
77.16,67.23,0.59,4.27,39.24,52.95,2
87.69,50.86,4.94,1.14,47.6,38.52,1
47.72,51.01,12.39,0.94,45.67,63.21,2
85.56,54.76,3.01,1.9,66.2,29.26,0
74.58,44.9,4.92,0.12,61.12,33.92,0
77.12,51.74,4.69,2.35,64.0,41.63,1
84.08,72.52,2.68,3.05,42.39,38.16,1
67.73,48.32,4.77,1.01,89.7,35.66,0
84.58,49.4,1.5,0.38,50.92,25.21,0
58.01,49.33,2.37,0.06,83.75,27.64,0
68.91,75.96,2.92,2.03,100.0,35.12,0
46.21,27.84,9.98,0.63,42.53,50.97,2
59.14,85.52,2.14,1.25,66.85,39.96,1
66.34,26.47,5.04,0.98,57.37,39.53,1
91.78,36.92,1.2,0.38,100.0,15.34,0
59.52,64.89,1.46,1.42,54.39,52.85,2
55.69,70.61,5.23,1.23,64.97,50.37,2
77.07,21.93,7.18,1.96,64.54,37.98,1
49.88,28.15,3.1,0.58,57.99,32.31,0
49.42,55.56,2.04,0.48,75.11,32.4,0
86.67,96.89,12.05,3.37,61.87,65.45,2
70.31,74.93,0.73,2.42,69.64,35.4,0
89.18,45.04,6.38,2.96,64.27,41.82,1
53.96,1.62,5.86,0.26,47.91,42.61,1
70.66,51.63,5.86,0.51,54.62,45.57,1
72.24,57.25,13.7,1.71,71.11,56.1,2
70.9,42.35,6.51,3.89,71.03,45.96,1
82.68,32.99,1.79,4.45,84.9,28.37,0
71.63,53.18,2.18,3.57,97.18,33.98,0
97.33,31.15,2.48,0.09,49.58,19.79,0
81.74,87.45,0.16,3.44,62.7,37.06,0
79.4,80.33,12.24,4.59,56.13,65.04,2
49.71,63.16,0.38,0.12,37.85,49.71,2
27.88,51.79,6.02,1.08,71.29,45.6,1
81.4,36.8,6.55,1.54,75.56,40.33,1
82.84,49.58,9.28,0.53,38.46,51.18,2
70.68,82.79,4.03,1.45,52.51,50.66,2
76.51,67.37,6.46,4.34,50.56,56.35,2
83.44,54.07,1.8,4.03,29.83,44.38,1
34.66,68.48,6.84,5.62,59.27,69.4,2
77.73,60.91,2.1,1.32,37.1,38.64,1
71.59,57.93,11.66,1.06,63.18,50.66,2
56.45,69.61,0.89,2.19,65.38,44.91,1
81.07,60.34,1.9,1.08,67.86,42.14,1
78.1,67.17,3.45,0.09,68.83,37.82,1
39.31,53.23,7.48,2.55,90.62,49.92,2
49.59,44.92,6.91,0.66,43.83,49.1,2
77.33,39.04,1.18,0.1,44.83,26.05,0
69.82,36.65,0.78,0.04,73.1,22.13,0
60.47,17.9,1.81,5.36,57.36,45.53,1
60.92,31.76,3.31,0.58,82.51,27.1,0
80.34,31.18,3.87,1.19,71.23,25.14,0
58.16,39.85,2.8,6.01,98.36,39.12,1
69.91,81.24,5.44,1.26,58.17,45.37,1
75.29,46.85,2.79,0.16,30.36,43.28,1
75.67,54.84,14.62,1.61,66.81,54.31,2
74.29,55.47,1.51,0.18,58.57,31.19,0
92.02,81.75,4.94,0.2,70.69,36.74,0
74.13,38.49,4.73,3.81,73.25,40.44,1
74.27,45.55,1.65,0.68,49.31,29.7,0
85.82,47.88,2.65,2.27,39.82,30.97,0
63.88,72.73,2.27,1.42,57.08,51.26,2
87.9,76.88,0.95,0.5,12.38,47.99,2
73.48,59.49,3.24,1.46,61.61,40.91,1
66.6,74.66,2.44,0.14,51.85,46.93,1
56.03,53.55,0.98,0.85,77.23,44.31,1
77.36,46.55,2.99,1.48,20.28,39.88,1
55.07,73.57,2.74,0.52,60.13,39.65,1
75.1,59.75,0.7,2.16,91.52,33.86,0
78.01,35.29,0.7,0.11,73.51,14.7,0
62.85,69.95,5.21,1.33,79.61,44.04,1
67.65,45.83,6.13,2.51,66.79,41.78,1
82.86,43.38,14.17,1.12,26.77,58.06,2
82.52,67.86,0.46,4.15,63.33,38.19,1
90.37,48.22,0.63,2.0,68.17,33.25,0
76.5,57.78,0.27,6.36,38.44,46.38,1
91.54,63.24,3.8,0.67,57.47,37.75,1
83.52,34.34,4.87,5.59,1.98,51.08,2
71.03,57.7,2.58,1.87,53.32,43.74,1
81.0,76.99,8.0,2.73,51.27,48.45,2
76.59,30.87,5.8,4.65,88.04,37.34,0
89.02,59.0,21.29,1.6,47.94,71.0,2
82.3,33.41,0.74,3.96,54.67,34.32,0
39.74,70.43,0.3,1.56,58.42,54.27,2
85.99,70.24,1.61,1.83,48.19,38.97,1
84.14,42.91,0.1,1.18,74.4,21.17,0
53.32,94.19,13.49,0.31,20.15,75.4,2
67.72,72.13,1.81,1.61,82.73,41.01,1
59.4,64.14,4.02,7.58,59.76,51.72,2
82.58,63.01,1.91,3.09,86.03,36.99,0
76.07,69.68,1.41,2.75,5.06,47.89,2
75.53,30.09,0.83,2.06,11.28,33.06,0
69.81,53.89,1.93,0.86,54.16,39.43,1
66.44,57.66,4.78,0.37,70.12,45.25,1
82.36,42.0,17.81,0.51,48.9,55.08,2
47.8,59.3,4.08,0.01,71.68,35.53,0
49.74,74.63,3.8,2.24,79.63,45.76,1
73.59,41.56,0.18,3.34,73.32,30.18,0
36.48,48.91,9.17,0.63,62.07,55.17,2
81.66,33.59,0.23,0.19,61.91,21.98,0
95.09,14.26,11.83,0.82,47.7,37.77,1
46.41,65.58,3.87,0.69,58.89,53.22,2
81.6,49.49,0.92,1.2,39.52,36.09,0
92.34,50.95,3.0,0.61,44.31,36.71,0
76.38,30.26,26.48,0.83,70.29,61.04,2
70.85,46.29,1.82,4.76,50.74,61.28,2
84.39,71.93,1.57,0.82,45.25,40.78,1
43.8,50.02,0.63,3.08,68.98,47.63,2
83.23,50.58,4.55,1.97,67.6,44.68,1
47.01,54.15,0.47,0.82,55.69,41.5,1
71.11,25.27,7.26,3.41,57.02,39.76,1
68.87,62.5,12.58,1.81,68.32,61.22,2
66.19,24.9,13.43,0.02,79.38,47.51,2
52.81,31.21,0.57,0.14,64.02,31.13,0
78.39,29.02,4.09,2.79,36.16,48.42,2
54.61,46.5,0.51,1.18,55.57,37.43,0
65.59,42.95,4.24,1.04,51.86,44.32,1
38.95,49.98,8.44,0.32,38.94,64.04,2
77.8,31.89,3.86,0.34,69.96,27.78,0
74.43,70.11,10.28,3.2,71.5,56.6,2
45.46,66.68,8.09,3.53,74.52,64.22,2
59.58,46.52,1.62,1.64,40.18,40.42,1
72.7,40.43,4.97,0.7,63.15,30.8,0
68.68,38.41,0.04,5.4,59.87,47.24,1
97.3,43.8,2.52,1.96,66.15,28.74,0
81.18,22.0,1.36,3.19,62.59,26.1,0
80.69,30.81,13.83,0.01,59.75,42.78,1
73.67,67.2,2.6,1.2,57.35,42.66,1
78.99,56.04,5.31,4.1,82.14,34.24,0
55.79,82.69,6.58,0.83,42.76,60.9,2
41.71,44.02,7.42,2.59,56.54,56.84,2
89.02,42.77,6.65,2.14,81.63,41.28,1
96.46,41.84,1.71,0.33,43.78,25.06,0
92.54,43.62,5.79,2.98,44.8,47.21,1
87.93,36.8,3.98,0.24,74.68,24.23,0
35.22,55.42,4.55,2.6,31.52,61.01,2
80.2,50.58,0.0,9.41,73.21,48.89,2
27.13,39.8,1.49,6.34,50.21,70.32,2
76.93,75.02,13.35,3.22,68.2,53.91,2
87.36,87.93,1.71,1.53,35.59,47.53,2
78.4,73.33,2.88,2.25,83.7,38.22,1
85.02,61.16,1.03,2.6,35.66,40.57,1
58.66,65.24,0.75,0.02,74.5,37.89,1
38.24,87.13,1.17,0.22,36.49,60.84,2
35.48,65.21,4.03,1.82,96.17,49.68,2
72.08,38.3,12.57,0.01,58.57,51.3,2
64.09,57.85,1.97,4.79,99.02,39.12,1
81.08,62.52,1.95,1.35,43.62,38.63,1
79.71,30.11,4.15,0.6,51.15,26.1,0
68.21,44.3,2.21,1.0,84.21,39.49,1
52.89,72.01,12.06,3.8,31.48,72.51,2
81.09,13.53,2.37,5.24,46.01,35.03,0
54.05,24.99,3.37,0.25,69.9,34.76,0
86.21,46.47,3.81,3.01,39.62,46.61,1
54.71,57.07,7.62,1.73,70.44,46.05,1
83.83,22.85,4.15,1.76,63.41,34.44,0
84.09,47.46,1.37,3.02,29.73,38.78,1
60.36,73.08,0.66,0.5,79.36,43.7,1
73.69,51.37,13.88,1.51,34.75,55.7,2
87.58,68.78,8.09,0.77,75.43,43.57,1
80.77,38.16,0.12,0.2,62.57,23.68,0
68.12,33.8,8.62,0.22,50.9,35.68,0
80.33,66.98,4.47,0.29,37.89,35.42,0
55.79,57.39,3.66,1.91,66.59,40.84,1
74.65,26.29,0.06,0.22,42.55,31.28,0
66.56,33.98,7.59,1.69,84.16,27.59,0
47.72,81.29,1.1,1.77,84.89,46.79,1
88.59,31.51,6.51,4.68,92.84,35.44,0
79.76,68.69,0.08,1.97,65.62,26.75,0
64.63,40.44,7.96,8.48,51.91,59.49,2
81.61,49.94,0.12,0.06,54.06,23.53,0
87.33,55.89,1.35,2.44,52.6,35.63,0
33.69,7.98,1.56,0.05,64.96,38.7,1
67.58,20.75,0.86,2.61,68.73,34.36,0
93.89,51.73,3.28,0.98,84.63,23.39,0
87.37,35.51,1.67,1.89,60.4,23.67,0
51.66,69.93,25.02,0.74,31.94,77.19,2
91.0,17.88,4.34,0.35,51.85,22.28,0
76.48,61.31,4.18,2.57,91.12,32.36,0
61.87,22.48,1.25,4.7,28.87,44.72,1
42.28,42.96,2.63,0.41,74.78,38.06,1
79.24,28.71,0.66,5.07,52.19,34.26,0
70.6,88.05,7.19,0.3,42.33,51.63,2
53.93,23.21,2.01,2.66,67.91,32.24,0
63.35,47.56,6.97,6.41,91.22,48.56,2
61.92,15.46,2.32,0.32,66.81,33.39,0
69.11,81.99,22.44,1.14,54.75,77.92,2
31.73,58.03,0.94,0.82,34.08,54.3,2
85.22,52.74,0.01,0.98,58.02,33.54,0
91.07,79.49,4.52,2.8,33.36,54.27,2
76.47,52.95,15.28,2.16,53.8,65.0,2
85.12,54.39,5.21,6.93,58.74,54.39,2
33.47,52.63,0.45,0.41,12.79,53.28,2
57.1,61.27,3.89,1.57,87.77,37.43,0
78.03,40.15,12.01,1.19,35.23,46.46,1
69.37,45.71,0.03,5.02,56.28,46.38,1
85.97,66.21,0.91,0.02,70.68,27.49,0
68.87,55.55,8.43,9.05,86.17,54.46,2
47.86,47.72,11.22,1.31,44.16,48.37,2
35.71,21.99,6.14,1.96,9.82,67.68,2
91.06,79.96,23.87,0.89,81.57,59.47,2
87.0,36.77,0.47,3.83,35.01,32.94,0
48.7,69.74,3.94,1.65,67.19,55.57,2
74.4,53.52,5.78,2.17,68.43,35.43,0
76.49,24.13,6.06,2.09,0.0,50.07,2
53.46,75.05,7.89,0.91,27.7,70.39,2
62.35,55.09,12.48,0.16,50.78,64.6,2
71.8,76.71,2.24,3.3,8.32,55.34,2
88.97,46.35,0.22,0.68,33.24,30.23,0
90.61,64.08,2.25,3.78,62.46,37.19,0
92.91,14.75,5.57,1.88,58.23,27.12,0
69.95,40.0,1.2,0.87,66.05,36.28,0
64.18,24.54,8.3,1.8,68.98,33.05,0
77.15,42.5,1.24,2.07,26.36,42.49,1
90.02,59.44,0.05,2.45,34.3,36.22,0
90.87,37.91,3.55,3.46,75.23,37.97,1
42.6,67.28,6.48,0.35,90.49,53.11,2
72.22,32.87,2.15,5.77,40.65,44.04,1
46.0,67.7,6.91,1.06,65.18,52.54,2
83.53,76.2,2.88,3.94,76.14,47.4,2
64.5,70.27,0.94,0.5,64.75,42.84,1
67.46,43.12,0.47,0.06,55.02,18.03,0
84.1,7.49,6.2,1.7,47.19,35.21,0
36.84,61.64,2.44,0.79,99.71,48.27,2
64.79,47.5,12.2,8.33,61.92,70.45,2
45.98,30.43,3.89,0.22,67.78,41.39,1
59.39,38.87,2.14,0.1,66.49,38.45,1
83.29,78.69,2.15,0.09,43.75,40.49,1
86.44,27.25,0.7,0.49,61.02,25.03,0
92.05,59.37,4.5,1.73,53.56,37.66,0
76.57,54.36,4.36,1.41,53.2,39.78,1
79.1,42.85,8.05,0.86,66.34,34.63,0
59.62,62.89,1.12,0.19,41.69,42.51,1
34.5,82.64,1.72,0.53,35.9,66.47,2
68.27,44.08,0.51,0.41,70.05,23.8,0
72.19,45.14,1.75,2.74,49.37,42.31,1
67.84,62.44,2.79,3.03,53.1,48.0,2
80.68,68.36,16.63,3.0,21.42,78.42,2
73.61,47.45,5.29,6.95,79.26,57.56,2
57.97,43.89,7.64,4.31,70.48,47.1,1
76.81,5.65,1.97,1.38,74.16,17.06,0
81.79,34.44,0.78,1.07,67.75,21.78,0
82.25,27.21,1.48,4.95,29.68,38.37,1
77.23,63.69,1.48,1.89,64.58,34.79,0
84.44,45.12,4.37,0.7,47.82,36.42,0
53.4,44.34,2.09,1.66,40.74,39.95,1
69.04,49.82,9.74,9.69,70.0,63.03,2
45.11,32.6,22.35,3.79,93.17,65.02,2
81.89,81.06,2.1,0.66,89.87,35.0,0
81.99,75.96,6.1,6.11,72.44,54.03,2
76.56,82.36,5.36,7.98,59.4,62.51,2
49.86,63.67,1.08,0.53,55.69,38.55,1
77.31,49.41,12.51,4.52,41.91,52.81,2
82.24,82.29,1.11,4.29,54.61,55.54,2
80.27,36.38,6.68,0.08,78.17,28.16,0
67.46,32.58,2.14,2.22,96.46,40.91,1
65.19,37.97,2.29,0.73,43.67,40.32,1
56.3,60.46,3.04,2.25,20.1,63.52,2
52.34,34.76,9.99,4.9,49.38,65.31,2
88.79,46.89,0.76,1.38,78.08,24.85,0
92.94,17.96,0.28,1.07,100.0,6.72,0
45.97,59.62,2.57,5.09,86.2,45.57,1
69.22,19.66,0.29,7.31,85.71,41.31,1
82.89,31.36,5.82,0.13,43.01,34.74,0
85.98,74.34,7.14,5.12,43.57,60.68,2
38.63,73.61,9.65,0.17,33.52,69.08,2
75.69,57.49,6.81,0.82,46.69,46.38,1
83.89,55.51,12.41,2.88,78.28,46.49,1
51.19,39.38,6.9,3.0,92.49,48.9,2
85.69,34.54,13.75,2.59,66.91,45.65,1
79.15,42.76,1.07,0.08,54.9,28.23,0
76.76,19.73,3.46,0.29,38.67,33.67,0
59.05,55.05,25.52,5.5,57.75,86.25,2
90.78,50.98,5.72,0.17,64.06,22.62,0
88.13,31.33,10.55,0.16,30.74,46.67,1
73.09,81.37,0.15,3.61,78.43,48.26,2
22.78,62.14,10.27,2.05,51.52,59.77,2
53.04,63.84,5.98,0.87,77.23,40.52,1
72.35,40.25,0.94,0.36,59.78,38.83,1
85.06,49.97,0.13,4.31,65.94,35.92,0
55.48,62.55,1.51,8.94,45.96,64.42,2
72.09,53.06,12.37,0.1,53.11,47.7,2
77.32,82.04,5.52,1.62,72.84,39.9,1
87.31,45.92,12.6,0.61,57.37,43.25,1
61.82,39.91,2.95,3.57,37.9,52.08,2
85.0,62.69,13.79,0.85,62.23,50.46,2
77.54,24.71,3.11,2.51,67.71,33.36,0
71.88,68.49,1.14,1.55,87.46,42.49,1
93.62,23.99,0.82,1.56,83.05,13.53,0
75.03,62.77,25.43,3.9,58.71,80.86,2
49.81,37.03,2.03,1.27,49.05,45.75,1
85.57,59.53,0.87,3.74,55.43,34.11,0
74.9,68.15,0.04,0.9,49.53,37.87,1
71.87,53.07,1.68,0.38,70.12,40.53,1
44.43,26.01,11.0,1.22,80.83,44.84,1
80.01,32.06,3.82,1.38,84.8,31.57,0
93.78,35.43,5.0,1.3,51.76,30.43,0
75.65,12.1,12.78,3.3,49.76,56.81,2
60.5,72.55,3.6,1.66,51.59,40.99,1
76.2,52.2,9.11,4.39,21.36,60.87,2
98.63,27.29,1.96,1.44,35.94,19.2,0
83.77,79.11,18.88,0.51,59.31,58.88,2
73.43,35.97,0.41,0.28,67.59,21.22,0
61.77,55.01,6.45,4.06,69.82,49.74,2
59.15,33.49,5.4,0.12,44.39,34.2,0
80.87,9.63,1.06,0.25,50.18,19.98,0
59.82,22.71,2.46,0.13,54.61,33.14,0
89.74,41.03,1.88,1.1,52.38,20.77,0
92.23,67.97,0.5,1.52,73.76,25.94,0
87.19,56.93,4.39,0.04,33.84,50.71,2
65.78,52.8,25.31,1.45,37.01,79.3,2
81.28,9.8,4.1,1.0,54.03,16.82,0
77.89,75.4,3.94,2.97,32.69,45.28,1
92.62,54.47,0.21,3.54,21.99,41.73,1
76.61,47.61,0.75,2.31,30.13,40.3,1
59.49,72.65,3.6,1.28,55.15,44.96,1
46.09,74.95,21.06,0.49,72.61,84.16,2
86.06,73.09,10.46,3.76,73.03,66.03,2
73.22,45.06,2.08,0.84,91.76,24.83,0
81.23,29.93,3.92,0.88,62.03,33.15,0
66.23,69.78,4.02,4.95,64.72,57.66,2
36.83,22.7,5.78,7.43,54.99,66.14,2
78.05,88.95,5.82,4.57,55.96,54.58,2
90.34,50.56,7.8,10.0,100.0,61.93,2
71.22,28.78,0.13,4.06,65.23,32.79,0
81.88,25.36,14.38,2.44,66.97,48.16,2
69.98,24.45,0.36,0.7,37.1,29.99,0
87.8,52.81,3.23,6.11,68.21,42.65,1
82.28,49.87,12.6,4.19,73.17,53.91,2
86.18,25.28,3.34,0.55,82.21,14.49,0
75.73,42.87,0.33,1.34,72.6,17.47,0
64.84,22.64,1.3,0.15,57.47,25.97,0
74.21,61.79,4.32,6.13,56.61,49.26,2
82.22,48.91,0.46,1.7,58.56,33.53,0
73.37,42.43,2.76,0.56,62.14,33.88,0
59.66,24.24,2.0,0.69,85.35,25.88,0
79.38,44.0,8.44,7.89,81.45,60.69,2
60.32,41.71,0.58,1.91,75.06,32.94,0
60.9,56.35,5.74,1.09,100.0,29.87,0
87.85,53.34,2.61,1.39,6.88,41.86,1
92.83,65.84,4.43,0.21,50.8,41.47,1
55.88,40.31,1.15,0.16,59.77,24.05,0
84.98,12.79,4.7,1.8,46.56,29.47,0
63.76,69.82,5.6,1.43,41.4,54.92,2
72.78,31.28,0.36,0.89,25.66,46.89,1
37.55,27.86,8.7,1.67,53.77,58.21,2
90.83,49.14,9.88,0.15,77.88,35.31,0
94.66,56.05,0.33,5.76,75.48,38.03,1
93.28,39.38,4.62,0.7,44.96,22.05,0
87.09,39.23,4.51,0.15,64.4,22.68,0
60.71,42.18,0.06,0.37,87.15,29.18,0
69.63,78.33,2.1,0.2,29.6,47.23,1
59.98,49.95,17.36,0.39,56.82,61.59,2
84.03,30.64,4.05,1.08,65.73,28.25,0
77.79,30.84,13.53,2.68,60.2,49.3,2
75.28,44.98,5.63,0.64,77.01,33.81,0
76.86,54.76,0.14,1.15,30.04,32.42,0
61.22,59.68,0.4,5.28,39.88,51.25,2
66.87,52.48,6.4,0.7,73.64,33.47,0
58.33,33.16,4.04,3.17,25.96,46.48,1
70.99,41.52,0.68,0.34,76.24,31.7,0
66.89,64.68,4.76,0.39,69.0,39.52,1
61.05,27.08,8.31,1.22,74.84,41.98,1
85.15,40.68,6.99,0.53,50.61,36.9,0
90.89,61.95,1.41,4.67,70.2,36.04,0
90.57,67.51,1.49,0.1,36.55,29.85,0
79.23,46.14,17.18,1.82,51.71,55.75,2
64.04,41.78,10.92,1.85,60.73,51.02,2
77.99,23.56,1.92,0.14,42.03,30.2,0
57.62,60.51,8.69,2.64,64.36,55.21,2
91.37,76.38,0.88,1.27,37.12,41.99,1
71.26,100.0,1.1,2.57,65.37,41.01,1
88.91,57.73,1.0,3.51,94.84,33.39,0
85.74,48.98,0.46,0.78,34.87,26.55,0
74.33,31.6,9.64,1.33,59.55,46.39,1
75.0,12.42,4.32,0.6,27.64,35.58,0
91.08,53.54,1.5,0.45,43.34,21.41,0
60.89,97.01,9.44,0.0,74.04,59.03,2
67.41,75.42,8.11,6.63,51.39,72.07,2
57.83,72.33,0.53,1.16,74.85,45.76,1
90.1,54.91,5.17,0.03,67.12,27.25,0
73.72,57.19,6.4,0.02,58.71,40.98,1
92.99,1.53,6.29,0.68,39.41,29.21,0
94.06,65.25,6.42,0.03,73.71,36.74,0
61.37,38.41,0.93,0.94,66.08,33.76,0
57.76,35.97,1.89,0.13,29.44,36.8,0
88.71,43.53,9.3,0.08,40.71,45.21,1
78.04,42.86,11.43,2.21,4.62,64.03,2
23.9,35.65,1.64,4.75,32.69,58.75,2
70.9,50.28,0.12,1.05,53.73,29.44,0
69.88,38.83,9.82,3.63,38.88,51.13,2
84.13,52.01,2.37,0.06,43.37,39.61,1
51.48,20.26,2.0,3.01,87.81,37.33,0
96.85,45.72,2.13,0.13,80.58,19.68,0
83.97,28.07,2.69,3.65,46.11,34.76,0
98.07,37.17,2.38,4.28,75.87,20.12,0
81.77,52.87,4.18,3.08,84.3,35.38,0
27.12,17.92,0.41,3.44,72.37,35.13,0
70.34,33.55,17.8,1.65,65.98,55.7,2
73.96,61.38,13.78,0.62,81.97,54.9,2
43.24,21.74,13.62,2.06,75.39,48.07,2
44.93,85.56,10.57,1.16,35.74,70.71,2
79.38,74.09,5.4,0.01,56.22,46.58,1
43.01,40.11,1.25,1.3,48.96,43.55,1
87.48,34.26,0.25,2.11,83.05,18.74,0
78.29,54.04,0.52,0.03,48.39,31.25,0
80.91,21.05,1.96,1.94,44.96,34.58,0
72.65,9.96,3.5,2.11,80.53,26.44,0
82.3,40.81,24.99,0.34,65.19,60.81,2
54.48,47.32,2.86,1.13,100.0,38.37,1
82.2,51.89,3.72,6.67,42.76,54.58,2
96.59,37.71,5.94,4.31,49.62,34.2,0
83.35,75.48,1.0,1.06,82.44,34.67,0
38.97,20.1,13.5,0.86,34.42,63.61,2
60.08,27.23,3.76,0.26,86.39,21.63,0
89.99,59.73,1.62,0.07,35.85,22.03,0
83.6,26.77,13.68,0.71,72.2,34.24,0
89.57,25.99,4.91,5.64,23.14,45.94,1
59.49,52.47,3.31,6.37,60.9,59.02,2
53.55,28.93,4.34,3.35,32.61,45.07,1
73.75,47.34,6.9,0.86,98.53,35.29,0
64.86,36.0,0.84,0.31,38.57,19.4,0
67.23,32.77,10.01,1.81,43.42,49.78,2
95.04,7.95,16.03,2.08,70.71,36.55,0
75.11,52.79,4.19,1.11,47.98,50.6,2
73.94,25.06,5.73,2.35,74.0,24.3,0
95.16,46.64,9.82,2.75,45.78,45.48,1
80.61,39.76,2.35,3.06,44.24,28.58,0
70.98,45.87,24.69,1.4,59.45,66.06,2
47.24,47.01,5.71,3.14,35.66,48.34,2
71.46,53.87,2.76,0.05,67.93,44.22,1
89.42,35.44,5.66,2.28,77.55,28.94,0
67.34,74.85,3.69,0.54,71.06,40.12,1
52.96,13.05,0.59,0.63,72.87,25.05,0
62.52,45.47,7.94,0.19,21.5,45.05,1
85.23,66.72,4.15,0.43,50.77,43.53,1
78.45,59.54,7.94,9.66,55.46,69.52,2
78.4,30.5,0.84,1.07,89.09,24.82,0
77.82,33.84,3.86,5.26,48.37,38.28,1
85.86,29.86,7.28,0.36,13.97,46.39,1
63.0,61.98,22.24,0.46,39.92,78.22,2
90.66,35.2,10.79,1.63,46.78,41.35,1
82.78,55.1,9.99,0.86,16.87,57.18,2
73.69,55.29,1.42,2.07,79.37,34.5,0
66.76,97.37,9.1,1.1,28.61,57.01,2
48.9,56.27,0.93,3.34,68.92,44.44,1
91.4,33.78,1.1,1.13,38.15,25.47,0
56.91,20.8,0.58,1.7,90.14,25.65,0
71.37,44.48,9.75,0.77,54.48,50.47,2
74.65,47.62,0.57,2.44,50.42,28.17,0
65.87,5.79,0.74,2.13,70.57,21.79,0
79.32,35.72,1.41,1.01,39.85,27.7,0
91.59,55.95,4.25,0.65,71.51,26.3,0
97.88,39.35,10.61,1.9,50.37,36.96,0
97.77,69.37,2.71,5.73,48.11,47.13,1
67.44,18.83,3.95,0.28,58.25,32.08,0
69.89,63.54,0.91,3.21,38.21,48.41,2
99.8,68.28,1.55,1.57,56.18,33.06,0
46.43,69.13,0.72,1.49,66.79,47.91,2
72.76,18.68,2.64,6.52,13.83,62.24,2
58.39,56.29,4.46,1.86,81.83,42.22,1
36.41,36.62,1.67,3.55,76.32,49.46,2
82.54,21.88,9.35,1.45,22.91,48.59,2
68.05,41.72,19.88,0.57,19.79,76.2,2
94.89,31.9,0.64,2.37,76.84,23.83,0
67.6,68.42,0.09,5.13,75.29,40.51,1
59.36,60.26,7.8,3.68,72.46,55.19,2
86.43,26.95,1.06,0.44,31.46,28.46,0
85.18,35.52,2.18,0.76,96.57,23.26,0
51.89,42.39,2.51,1.45,44.9,39.08,1
81.74,48.55,12.42,1.7,64.79,53.86,2
89.83,70.13,5.38,0.43,65.04,36.74,0
82.32,63.82,0.21,0.52,91.86,28.7,0
57.31,51.03,0.07,2.84,62.5,41.83,1
86.34,44.79,1.11,2.62,68.32,30.47,0
82.38,14.53,1.91,3.66,58.46,30.41,0
69.53,75.84,3.31,5.4,36.07,62.73,2
67.76,41.06,9.1,0.74,13.63,62.49,2
91.36,81.1,1.89,3.93,60.65,33.3,0
74.7,53.92,2.36,2.19,31.75,46.45,1
41.35,90.51,2.0,6.33,67.0,65.86,2
56.42,62.13,0.05,0.64,62.98,36.78,0
83.03,21.36,15.53,0.63,62.49,30.98,0
76.54,37.71,0.75,2.44,38.94,38.79,1
30.3,46.62,1.7,5.27,80.73,51.52,2
72.5,32.52,0.69,3.48,69.5,28.05,0
61.87,42.46,3.37,2.6,36.37,46.54,1
45.33,22.66,13.45,0.98,100.0,43.23,1
76.27,50.11,0.53,2.53,55.78,26.9,0
91.1,54.75,2.91,3.23,33.31,42.57,1
77.4,29.92,0.11,2.8,44.83,35.36,0
57.13,88.81,7.37,2.26,29.82,63.05,2
72.72,51.27,5.13,0.1,87.19,32.8,0
50.22,33.67,6.01,2.16,81.61,41.98,1
79.38,17.41,3.2,1.3,74.79,28.85,0
95.49,51.2,11.91,6.52,71.02,53.59,2
66.54,44.79,2.63,1.87,84.97,36.87,0
80.5,65.66,3.61,1.87,55.16,39.76,1
80.66,47.13,5.94,10.0,68.45,67.64,2
92.3,26.13,3.68,0.2,43.76,23.91,0
77.97,83.41,1.05,0.65,56.93,35.84,0
89.68,58.71,1.91,2.13,69.0,31.67,0
46.31,44.92,0.48,0.76,0.0,46.32,1
82.84,53.29,2.83,0.85,47.61,29.08,0
84.16,59.48,4.7,4.46,63.3,48.81,2
64.33,21.42,0.63,1.73,58.45,14.33,0
66.78,53.15,4.98,0.22,50.95,37.49,0
88.9,41.0,11.17,0.74,71.78,31.13,0
89.27,60.15,2.06,0.16,45.85,33.28,0
65.13,35.2,1.26,1.62,35.56,27.15,0
47.13,37.91,11.17,0.38,83.68,49.06,2
79.75,83.26,5.89,3.89,80.85,52.56,2
55.38,74.62,0.56,1.72,48.02,39.41,1
81.12,0.0,2.62,0.12,58.63,19.13,0
89.93,73.14,5.61,0.72,76.92,38.7,1
79.03,48.53,4.27,1.92,60.88,42.15,1
70.83,35.84,4.82,0.82,70.6,25.52,0
82.92,29.86,4.19,1.44,69.51,20.52,0
46.94,31.02,8.0,4.8,53.62,64.47,2
85.46,36.4,1.93,0.86,70.32,20.34,0
86.54,27.46,6.16,0.82,40.7,31.41,0
75.35,22.91,23.6,3.43,67.89,66.67,2
67.83,29.19,2.47,0.77,58.52,25.02,0
94.48,56.47,7.83,0.16,52.79,36.04,0
62.98,51.0,1.41,0.4,35.07,44.42,1
49.62,61.12,1.66,5.94,62.63,48.1,2
